Timestamp,2e+09,2.0005e+09,2.001e+09,2.0015e+09,2.002e+09,2.0025e+09,2.003e+09,2.0035e+09,2.004e+09,2.0045e+09,2.005e+09,2.0055e+09,2.006e+09,2.0065e+09,2.007e+09,2.0075e+09,2.008e+09,2.0085e+09,2.009e+09,2.0095e+09,2.01e+09,2.0105e+09,2.011e+09,2.0115e+09,2.012e+09,2.0125e+09,2.013e+09,2.0135e+09,2.014e+09,2.0145e+09,2.015e+09,2.0155e+09,2.016e+09,2.0165e+09,2.017e+09,2.0175e+09,2.018e+09,2.0185e+09,2.019e+09,2.0195e+09,2.02e+09,2.0205e+09,2.021e+09,2.0215e+09,2.022e+09,2.0225e+09,2.023e+09,2.0235e+09,2.024e+09,2.0245e+09,2.025e+09
25-04-2019T19:00:00,9.59259,6.10633,4.21512,3.87824,4.6178,3.20182,3.89558,3.84269,4.49761,4.92403,4.41452,4.19819,3.98073,4.03145,3.85109,4.77376,4.13621,4.22573,5.00014,3.84923,4.29929,4.80964,3.56668,4.04256,4.85847,4.26075,3.97484,3.48786,3.75937,4.37934,4.14745,4.14195,4.51341,4.67411,3.73912,3.88356,3.94428,4.14393,3.73225,6.10517,11.8681,6.71877,4.65929,4.4875,4.06186,3.9534,4.07082,3.83388,3.86441,4.90053,4.47846
