Timestamp,900.000,900.500,901.000,901.500,902.000,902.500,903.000,903.500,904.000,904.500,905.000,905.500,906.000,906.500,907.000,907.500,907.999,908.499,908.999,909.499,909.999,910.499,910.999,911.499,911.999,912.499,912.999,913.499,913.999,914.499,914.999,915.499,915.999,916.499,916.999,917.499,917.999,918.499,918.999,919.499,919.999,920.499,920.999,921.499,921.999,922.499,922.999,923.498,923.998,924.498,925.000,925.000,925.510,926.020,926.531,927.041,927.551,928.061,928.571,929.082,929.592,930.102,930.612,931.122,931.633,932.143,932.653,933.163,933.674,934.184,934.694,935.204,935.714,936.225,936.735,937.245,937.755,938.265,938.776,939.286,939.796,940.306,940.816,941.327,941.837,942.347,942.857,943.367,943.878,944.388,944.898,945.408,945.919,946.429,946.939,947.449,947.959,948.470,948.980,949.490,950.000
29-04-2019T20:07:26,25.9,25.6,29.6,28.1,nan,26.9,nan,41.6,nan,26.8,nan,nan,24.2,nan,nan,nan,31.8,nan,32.8,nan,nan,nan,nan,22.6,29.3,nan,nan,27.2,nan,nan,32.2,33.2,nan,25.5,nan,26.7,nan,nan,26.7,nan,nan,50.3,nan,nan,33.8,nan,nan,40.7,nan,nan,nan,nan,29.4,28.5,nan,nan,nan,42.4,nan,27.6,25.6,nan,29.2,24.0,34.2,nan,nan,31.5,30.4,nan,nan,nan,29.0,nan,37.9,33.0,nan,39.2,nan,25.6,26.2,29.4,32.9,nan,nan,31.9,nan,30.2,nan,30.3,nan,nan,32.0,nan,38.2,nan,nan,nan,37.1,nan,37.0
