Timestamp,900.000,900.500,901.000,901.500,902.000,902.500,903.000,903.500,904.000,904.500,905.000,905.500,906.000,906.500,907.000,907.500,907.999,908.499,908.999,909.499,909.999,910.499,910.999,911.499,911.999,912.499,912.999,913.499,913.999,914.499,914.999,915.499,915.999,916.499,916.999,917.499,917.999,918.499,918.999,919.499,919.999,920.499,920.999,921.499,921.999,922.499,922.999,923.498,923.998,924.498,925.000,925.000,925.510,926.020,926.531,927.041,927.551,928.061,928.571,929.082,929.592,930.102,930.612,931.122,931.633,932.143,932.653,933.163,933.674,934.184,934.694,935.204,935.714,936.225,936.735,937.245,937.755,938.265,938.776,939.286,939.796,940.306,940.816,941.327,941.837,942.347,942.857,943.367,943.878,944.388,944.898,945.408,945.919,946.429,946.939,947.449,947.959,948.470,948.980,949.490,950.000
29-04-2019T20:07:26,14.5,5.4,-7.8,-7.1,nan,-6.3,nan,-20.5,nan,-5.8,nan,nan,-2.8,nan,nan,nan,-10.4,nan,-10.9,nan,nan,nan,nan,-0.6,-8.2,nan,nan,-5.5,nan,nan,-11.4,-12.2,nan,-4.7,nan,-5.8,nan,nan,-5.6,nan,nan,-26.9,nan,nan,-12.5,nan,nan,-18.9,nan,nan,nan,nan,-6.5,-5.9,nan,nan,nan,-18.5,nan,-4.3,-2.8,nan,-7.1,-0.8,-11.7,nan,nan,-8.2,-7.5,nan,nan,nan,-6.5,nan,-15.1,-10.4,nan,-16.3,nan,7.7,15.5,3.4,-8.8,nan,nan,-8.8,nan,-6.7,nan,-6.4,nan,nan,-7.5,nan,-14.3,nan,nan,nan,-12.2,nan,-8.8
