Timestamp,2e+09,2.0005e+09,2.001e+09,2.0015e+09,2.002e+09,2.0025e+09,2.003e+09,2.0035e+09,2.004e+09,2.0045e+09,2.005e+09,2.0055e+09,2.006e+09,2.0065e+09,2.007e+09,2.0075e+09,2.008e+09,2.0085e+09,2.009e+09,2.0095e+09,2.01e+09,2.0105e+09,2.011e+09,2.0115e+09,2.012e+09,2.0125e+09,2.013e+09,2.0135e+09,2.014e+09,2.0145e+09,2.015e+09,2.0155e+09,2.016e+09,2.0165e+09,2.017e+09,2.0175e+09,2.018e+09,2.0185e+09,2.019e+09,2.0195e+09,2.02e+09,2.0205e+09,2.021e+09,2.0215e+09,2.022e+09,2.0225e+09,2.023e+09,2.0235e+09,2.024e+09,2.0245e+09,2.025e+09
25-04-2019T19:00:00,24.3519,23.916,23.1219,23.4281,22.8889,23.4592,23.2606,23.2682,22.9225,22.7772,23.0223,23.822,23.8076,23.7232,23.3233,22.8952,23.157,22.9431,22.3467,23.2259,22.8845,22.6057,23.4698,23.1965,22.4138,22.7904,23.2628,23.488,22.9022,22.8255,22.8144,22.9801,23.1087,23.0739,23.1736,23.0935,22.9213,22.8316,23.005,23.1685,23.0742,22.8616,22.8894,22.9132,22.917,23.2889,23.1066,22.872,23.038,22.9423,22.9934
