Norm=SKA_MODE2
//Frequency (MHz, float value), Harmful thresholds (dB[W*m^-2*Hz^-1], float value)
807.0,-199.0
1185.0,-202.0
1398.5,-202.0
1516.5,-196.0
1664.5,-200.0
2189.0,-190.0
2677.5,-198.0
3000.0,-188.0
3350.0,-197.0
4100.0,-186.0
4900.0,-193.0
5800.0,-185.0
6650.0,-193.0
7650.0,-183.0
8650.0,-191.0
10400.0,-181.0
